6.95,73.65,8.58,-1.63,0.1,0.22,3.48,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,1.5724334856412527,1.821640559791918,348,0.02,[100]
9.4,174.7,13.22,-0.51,0.25,0.24,3.17,RandomForestRegressor,1,0.1933531402051607,0.5112948573765631,1.5724334856412527,1.821640559791918,4576,0.02,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
6.05,58.95,7.68,-1.31,0.15,0.26,2.54,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,1.5724334856412527,1.981521200779143,367,0.27,[100]
13.5,277.7,16.66,-1.46,0.05,0.2,1.87,RandomForestRegressor,1,0.19384820515782497,0.505468297728668,0.3027811211277778,1.981521200779143,16976,0.27,[100]
11.2,231.3,15.21,-0.73,0.2,0.26,2.1,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,1.5724334856412527,1.8959556587631305,4270,0.22,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
5.9,86.7,9.31,-0.23,0.2,0.16,4.43,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,1.317430760104862,1.7745817035517728,1151,0.14,[100]
12.9,260.7,16.15,-1.17,0.05,0.23,2.57,RandomForestRegressor,1,0.05329683452054057,0.41348162949757206,0.014397333161259906,1.6225111117309279,13086,0.2,[100]
11.2,231.3,15.21,-0.73,0.2,0.26,2.1,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,1.5724334856412527,1.8959556587631305,4270,0.22,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
5.95,62.25,7.89,-1.25,0.2,0.21,2.94,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,1.5724334856412527,1.981521200779143,428,0.27,[100]
13.5,268.3,16.38,-1.23,0.05,0.3,2.66,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,14094,0.22,[100]
10.3,182.6,13.51,-0.77,0.15,0.27,3.52,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,1.5724334856412527,1.8959556587631305,5354,0.02,[100]
6.05,76.45,8.74,-0.63,0.1,0.21,3.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,1.317430760104862,1.6225111117309279,868,0.22,[100]
11.45,232.25,15.24,-0.72,0.25,0.34,2.29,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,1.5724334856412527,1.8959556587631305,4356,0.2,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
6.95,73.65,8.58,-1.63,0.1,0.22,3.48,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,1.5724334856412527,1.821640559791918,348,0.02,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
10.95,211.35,14.54,-0.78,0.1,0.33,1.35,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.981521200779143,6757,0.27,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
11.85,217.15,14.74,-1.15,0.15,0.27,3.16,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,1.5724334856412527,1.821640559791918,4520,0.02,[100]
13.5,268.3,16.38,-1.23,0.05,0.3,2.66,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,14094,0.22,[100]
13.5,268.3,16.38,-1.23,0.05,0.3,2.66,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,14094,0.22,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
9.4,181.6,13.48,-0.38,0.25,0.35,2.51,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6351,0.02,[100]
11.8,225.7,15.02,-0.87,0.1,0.25,3.32,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,1.5724334856412527,1.821640559791918,4361,0.06,[100]
12.7,261.5,16.17,-0.86,0.2,0.3,3.11,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.9271292256040966,1.821640559791918,16588,0.06,[100]
6.75,76.95,8.77,-1.88,0.2,0.21,4.44,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,1.5724334856412527,1.8959556587631305,335,0.2,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
6.3,62.2,7.89,-1.22,0.2,0.26,4.43,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,1.5724334856412527,1.821640559791918,405,0.02,[100]
12.7,261.5,16.17,-0.86,0.2,0.3,3.11,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.9271292256040966,1.821640559791918,16588,0.06,[100]
12.05,253.65,15.93,-0.64,0.25,0.38,2.89,RandomForestRegressor,1,0.19384820515782497,0.5112948573765631,0.9271292256040966,1.821640559791918,18025,0.06,[100]
6.75,76.95,8.77,-1.88,0.2,0.21,4.44,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,1.5724334856412527,1.8959556587631305,335,0.2,[100]
12.75,262.95,16.22,-1.19,0.05,0.3,1.93,RandomForestRegressor,1,0.19384820515782497,0.5112948573765631,0.9271292256040966,1.821640559791918,13885,0.27,[100]
11.1,229.0,15.13,-0.53,0.25,0.45,3.25,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.981521200779143,8771,0.06,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
11.05,221.65,14.89,-0.69,0.25,0.37,1.85,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.821640559791918,7112,0.22,[100]
10.25,213.05,14.6,-0.41,0.25,0.35,3.1,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.9271292256040966,1.821640559791918,17187,0.02,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
12.05,253.65,15.93,-0.64,0.25,0.38,2.89,RandomForestRegressor,1,0.19384820515782497,0.5112948573765631,0.9271292256040966,1.821640559791918,18025,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
11.9,239.0,15.46,-0.78,0.25,0.34,1.57,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,5065,0.22,[100]
11.55,230.45,15.18,-0.62,0.2,0.31,3.49,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17057,0.06,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
11.3,218.8,14.79,-0.75,0.2,0.36,2.27,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4862,0.02,[100]
11.55,230.45,15.18,-0.62,0.2,0.31,3.49,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17057,0.06,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
9.4,181.6,13.48,-0.38,0.25,0.35,2.51,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6351,0.02,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
11.6,232.5,15.25,-0.7,0.15,0.33,2.67,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6319,0.02,[100]
11.55,230.45,15.18,-0.62,0.2,0.31,3.49,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17057,0.06,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
10.95,211.35,14.54,-0.78,0.1,0.33,1.35,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.981521200779143,6757,0.27,[100]
9.8,185.3,13.61,-0.5,0.25,0.38,3.14,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.821640559791918,8607,0.06,[100]
11.55,229.25,15.14,-0.69,0.2,0.36,1.34,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,5040,0.22,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
11.6,232.5,15.25,-0.7,0.15,0.33,2.67,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6319,0.02,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
9.4,181.6,13.48,-0.38,0.25,0.35,2.51,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6351,0.02,[100]
9.85,206.95,14.39,-0.44,0.35,0.4,3.24,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17672,0.02,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
11.1,229.0,15.13,-0.53,0.25,0.45,3.25,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.981521200779143,8771,0.06,[100]
9.4,181.6,13.48,-0.38,0.25,0.35,2.51,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6351,0.02,[100]
11.55,230.45,15.18,-0.62,0.2,0.31,3.49,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17057,0.06,[100]
12.65,254.35,15.95,-0.88,0.1,0.24,1.48,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.3027811211277778,1.981521200779143,4029,0.27,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
8.7,163.9,12.8,-0.37,0.25,0.28,3.02,RandomForestRegressor,1,0.19384820515782497,0.5112948573765631,0.3027811211277778,1.821640559791918,20574,0.06,[100]
12.05,232.85,15.26,-0.95,0.2,0.27,2.72,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.3027811211277778,1.821640559791918,5274,0.02,[100]
11.55,230.45,15.18,-0.62,0.2,0.31,3.49,RandomForestRegressor,1,0.19384820515782497,0.4145183229663294,0.3027811211277778,1.821640559791918,17057,0.06,[100]
11.6,232.5,15.25,-0.7,0.15,0.33,2.67,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6319,0.02,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
9.3,161.5,12.71,-0.7,0.25,0.44,2.71,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.981521200779143,4833,0.06,[100]
9.8,185.3,13.61,-0.5,0.25,0.38,3.14,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.3027811211277778,1.821640559791918,8607,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
9.4,181.6,13.48,-0.38,0.25,0.35,2.51,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6351,0.02,[100]
11.6,232.5,15.25,-0.7,0.15,0.33,2.67,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6319,0.02,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
11.6,232.5,15.25,-0.7,0.15,0.33,2.67,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6319,0.02,[100]
12.4,255.9,16.0,-0.78,0.2,0.35,2.71,RandomForestRegressor,1,0.3325169042864018,0.5112948573765631,0.9271292256040966,1.821640559791918,6129,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
11.65,228.25,15.11,-0.66,0.2,0.35,2.79,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.981521200779143,6263,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
11.65,228.25,15.11,-0.66,0.2,0.35,2.79,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.981521200779143,6263,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
9.3,161.5,12.71,-0.7,0.25,0.44,2.71,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.981521200779143,4833,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
11.65,228.25,15.11,-0.66,0.2,0.35,2.79,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.981521200779143,6263,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
9.3,161.5,12.71,-0.7,0.25,0.44,2.71,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.981521200779143,4833,0.06,[100]
11.65,228.25,15.11,-0.66,0.2,0.35,2.79,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.981521200779143,6263,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
10.45,192.45,13.87,-0.6,0.25,0.39,2.41,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.821640559791918,4694,0.06,[100]
11.65,228.25,15.11,-0.66,0.2,0.35,2.79,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.981521200779143,6263,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
12.3,230.9,15.2,-0.95,0.15,0.4,2.61,RandomForestRegressor,1,0.3325169042864018,0.505468297728668,0.9271292256040966,1.821640559791918,6100,0.06,[100]
9.3,161.5,12.71,-0.7,0.25,0.44,2.71,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.981521200779143,4833,0.06,[100]
9.3,161.5,12.71,-0.7,0.25,0.44,2.71,RandomForestRegressor,1,0.3325169042864018,0.4145183229663294,0.9271292256040966,1.981521200779143,4833,0.06,[100]
