Dataset,algorithm,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,cohesiveness.mean,cohesiveness.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,inst_to_attr,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_attr,nr_cor_attr,nr_inst,one_itemset.mean,one_itemset.sd,range.mean,range.sd,sd.mean,sd.sd,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t2,t3,t4,t_mean.mean,t_mean.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,wg_dist.mean,wg_dist.sd,sil,dbs,clusters
iono.csv,MiniBatchKMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.28,1.52,2
iono.csv,MiniBatchKMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.24,2.17,2
iono.csv,MiniBatchKMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.3,1.56,2
iono.csv,KMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.29,1.54,2
iono.csv,AgglomerativeClustering,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.29,1.57,2
iono.csv,KMedoids,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.11,1.91,2
iono.csv,MiniBatchKMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.29,1.53,2
iono.csv,MiniBatchKMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.21,1.84,2
iono.csv,MiniBatchKMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.3,1.57,2
iono.csv,KMeans,0.1237126380250556,0.1266055667695122,2.504437895801758,0.6509201255697749,0.0968660968660968,73.24821937321937,24.07008361829551,,,0.0162330041960429,0.0150411338748922,0.0702680911681968,0.1304609001436931,10.323529411764708,0.3009456617647059,0.1339722742521705,0.2223140896372235,1.199145541727514,0.1943860843235293,0.0957990394179232,0.9705882352941176,0.1714985851425088,0.6075505266465561,0.1595113757730257,0.6457967647058824,0.2018986783576084,0.0,0.0,34,0.0926916221033868,351,0.1611374407582938,0.0920822287995691,0.9705882352941176,0.1714985851425088,0.2597860552461299,0.0535118470901404,-0.5624438777436054,0.6411562190203757,0.0451121839489629,0.1890503478331077,0.0968660968660968,0.0683760683760683,0.7058823529411765,0.6356088583774742,0.1887338487920923,0.2707551105548602,0.0981979193531663,0.0702680911681968,0.0195547739267831,1.7961220965181872,0.5339562980099384,0.28,1.96,2
